"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"ANC22LA076","ACC","105946","2022-05-27T21:29:00Z","Big Lake","AK","USA",,"N5896B","false","Aviation","DirectorBrief","2023-02-09T05:00:00Z","None",,,,"A hard landing for an unknown reason, resulting in substantial damage to the airplane.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105946"
"DCA22WA195","OCC","105883","2022-05-27T20:48:00Z","Lahore","OF","PK",,"A6-BLF","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105883"
"DCA22WA190","ACC","105828","2022-05-27T20:48:00Z","Lahore",,"PK",,"A6-BLF","false","Aviation","None",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105828"
"ERA22LA244","ACC","105146","2022-05-27T18:00:00Z","Monongahela","PA","USA",,"N84583","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105146"
"CEN22LA218","ACC","105159","2022-05-27T14:30:00Z","Princeton","MN","USA",,"N2899N","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","None",,,,"The pilot’s failure to maintain proper approach glide path, which resulted in a collision with trees.","Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - (general) - Pilot","https://data.ntsb.gov/Docket?ProjectID=105159"
"DCA22FM021","ACC","105181","2022-05-27T13:35:00Z","Seattle","WA","USA",,"N/A","false","Marine","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105181"
"CEN22LA225","ACC","105187","2022-05-27T08:40:00Z","Roanoke","TX","USA",,"N8926D","false","Aviation","DirectorBrief","2023-02-23T05:00:00Z","None",,,,"Inadequate maintenance of the airplane’s brake system that resulted in a hole in the brake line, the loss of brake fluid, and the subsequent loss of brake functionality.","Aircraft - Fluids/misc hardware - Misc hardware - Hoses and tubes - Not serviced/maintained","https://data.ntsb.gov/Docket?ProjectID=105187"
"ANC22LA037","ACC","105156","2022-05-27T08:15:00Z","Willow","AK","USA",,"N1694M","false","Aviation","DirectorBrief","2022-09-08T04:00:00Z","None",,,,"The pilot’s selection of unsuitable terrain for landing which resulted in a nose over.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Decision related to condition","https://data.ntsb.gov/Docket?ProjectID=105156"
"CEN22LA226","ACC","105188","2022-05-27T06:30:00Z","Weiner","AR","USA",,"N579LA","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","Serious",,,,"The pilot’s failure to maintain clearance from the telephone pole during a low-level aerial application pass.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Pole - Awareness of condition","https://data.ntsb.gov/Docket?ProjectID=105188"
"GAA22WA194","ACC","105182","2022-05-27T04:00:00Z","Riohacha, Guajira","OF","CO",,"HK5268","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105182"
"CEN22FA214","ACC","105138","2022-05-26T13:56:00Z","Wauwatosa","WI","USA",,"N4978B","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105138"
"ERA22LA256","ACC","105177","2022-05-26T12:40:00Z","North Myrtle Beach","SC","USA",,"N132TC","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105177"
"DCA22RM020","ACC","105140","2022-05-26T06:30:00Z","Cockburn Town",,"TK",,"N/A","false","Marine","None",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105140"
"GAA22WA191","ACC","105152","2022-05-26T04:00:00Z","Sandy Lake First Nation",,"CA",,"C-GBGJ","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105152"
"WPR22FA188","ACC","105133","2022-05-25T16:50:00Z","Show Low","AZ","USA",,"N5532R","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105133"
"CEN22LA212","ACC","105136","2022-05-25T15:18:00Z","Madison","MN","USA",,"N125WY","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None",,,,"The pilot’s failure to maintain aircraft control during landing that resulted in an impact with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Action/decision - Action - Lack of action - Flight crew","https://data.ntsb.gov/Docket?ProjectID=105136"
"ERA22LA242","ACC","105139","2022-05-25T15:00:00Z","Putnam Valley","NY","USA",,"N7410B","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105139"
"GAA22WA202","ACC","105251","2022-05-25T12:25:00Z","Madrid",,"SP",,"EC-519","false","Aviation","None",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105251"
"GAA22WA192","ACC","105153","2022-05-25T04:00:00Z","Ontario",,"CA",,"N591ER","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105153"
"DCA22LA125","ACC","105167","2022-05-25T00:10:00Z","Springfield","MO","USA",,"N483UA","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105167"
"WPR22LA190","ACC","105163","2022-05-24T18:15:00Z","Page","AZ","USA",,"N44CZ","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","None",,,,"The failure to install the correct fuse in the landing gear circuit.","Aircraft - Aircraft systems - Electrical power system - (general) - Incorrect service/maintenance","https://data.ntsb.gov/Docket?ProjectID=105163"
"ANC22LA035","ACC","105132","2022-05-24T14:10:00Z","Yakutat","AK","USA",,"N703TH","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105132"
"CEN22FA211","ACC","105125","2022-05-24T06:00:00Z","Seagraves","TX","USA",,"N78466","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105125"
"GAA22WA187","ACC","105128","2022-05-23T22:22:00Z","Ceballos",,"MX",,"N66CG","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105128"
"WPR22LA185","ACC","105118","2022-05-23T15:00:00Z","Prineville","OR","USA",,"N811RF","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","None",,,,"The pilot’s improper landing flare which resulted in a bounced landing and loss of directional control.","Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105118"
"ERA22LA250","ACC","105158","2022-05-23T12:33:00Z","St. Petersburg-Clearwater","FL","USA",,"N47BP","false","Aviation","DirectorBrief","2022-11-03T04:00:00Z","None",,,,"The pilot’s inability to stop the airplane on the available runway, which resulted in a runway excursion and collision with an airport perimeter fence.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105158"
"GAA22WA274","ACC","105903","2022-05-23T12:20:00Z","Le Bourget",,"FR",,"F-HHAM","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105903"
"ERA22LA236","ACC","105122","2022-05-23T09:41:00Z","Nashua","NH","USA",,"N666U","false","Aviation","DirectorBrief","2023-02-23T05:00:00Z","Minor",,,,"The flight instructor’s failure to maintain control of the helicopter during the takeoff, which resulted in a dynamic rollover.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot","https://data.ntsb.gov/Docket?ProjectID=105122"
"GAA22WA189","INC","105147","2022-05-23T08:52:00Z","Schwäbisch Hall","OF","GE",,"D-CSEB","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105147"
"DCA22WA146","INC","105429","2022-05-23T04:00:00Z","Paris",,"FR",,"9H-EMU","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105429"
"DCA22FM019","ACC","105134","2022-05-22T23:30:00Z","Miah Maul Shoal Light","DE","USA","MIR2307","N/A","false","Marine","DirectorBrief","2023-05-04T04:00:00Z","None",,,,"The National Transportation Safety Board determines that the probable cause of the fire aboard the deck barge CMT Y Not 6 was the ignition of a combustible material by an undetermined source, such as sparking from shifting metallic cargo, self-heating of metallic or nonmetallic cargo, improperly prepared vehicles and appliances, or damaged lithium-ion batteries.","Vessels and equipment - Vessel handling/service - Cargo Handling/Loading/Discharging - Inadequate inspection","https://data.ntsb.gov/Docket?ProjectID=105134"
"ERA22LA235","ACC","105117","2022-05-22T18:52:00Z","Caryville","FL","USA",,"N310DC","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105117"
"CEN22LA213","ACC","105137","2022-05-22T16:30:00Z","Marion","TX","USA",,"N422DE","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","None",,,,"The pilot’s loss of control during landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105137"
"ERA22LA238","ACC","105127","2022-05-22T14:15:00Z","Bealeton","VA","USA",,"N104MX","false","Aviation","DirectorBrief","2022-09-01T04:00:00Z","None",,,,"An inflight collision with a bird while conducting low level aerobatics.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=105127"
"CEN22FA208","ACC","105113","2022-05-22T10:49:00Z","Broomfield","CO","USA",,"N85CT","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105113"
"WPR22LA186","ACC","105119","2022-05-22T08:13:00Z","Prescott","AZ","USA",,"N8540X","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105119"
"WPR22FA184","ACC","105112","2022-05-22T07:03:00Z","Cape Girardeau","MO","USA",,"N590DM","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105112"
"ANC22LA055","ACC","105520","2022-05-22T06:30:00Z","Port Moller","AK","USA",,"N757R","false","Aviation","DirectorBrief","2023-02-09T05:00:00Z","Serious",,,,"The pilot’s inadequate preflight inspection, which did not detect a screw in the control yoke column, and his failure to confirm flight control continuity before takeoff.","Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot","https://data.ntsb.gov/Docket?ProjectID=105520"
"DCA22LA134","ACC","105307","2022-05-21T19:00:00Z","Tacoma","WA","USA",,"N256WN","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","Serious",,,,"During cruise flight with no reported turbulence a passenger sustained a serious injury for an unknown reason.","Personnel issues - Miscellaneous - (general) - (general) - Passenger","https://data.ntsb.gov/Docket?ProjectID=105307"
"CEN22LA209","ACC","105120","2022-05-21T15:30:00Z","Fort Stockton","TX","USA",,"N98FM","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105120"
"ERA22LA240","ACC","105130","2022-05-21T13:40:00Z","Beckley","WV","USA",,"N171JV","false","Aviation","DirectorBrief","2023-01-18T05:00:00Z","Minor",,,,"The pilot’s failure to maintain control of the airplane while landing in gusting wind conditions.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105130"
"ERA22LA241","ACC","105131","2022-05-21T12:53:00Z","Lancaster","OH","USA",,"N503RK","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105131"
"WPR21LA368","ACC","107076","2022-05-21T10:00:00Z","Sacramento","CA","USA",,"N8521V","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=107076"
"GAA22WA298","ACC","106090","2022-05-21T04:00:00Z","Grenoble",,"FR",,"F-HJLB","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106090"
"ERA22FA233","ACC","105110","2022-05-20T17:42:00Z","Wayne","NE","USA",,"N76075","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105110"
"ANC22LA034","ACC","105111","2022-05-20T16:30:00Z","Big Lake","AK","USA",,"N2692D","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None",,,,"The pilot's failure to maintain adequate airspeed during final approach which resulted in the airplane exceeding its critical angle of attack and a subsequent aerodynamic stall at too low of an altitude to recover.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105111"
"GAA22WA200","ACC","105238","2022-05-20T13:00:00Z","MACIZO DEL AUYÁN-TEPUI","OF","VE",,"YV1729","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105238"
"CEN22LA207","ACC","105105","2022-05-19T15:15:00Z","Gainesville","TX","USA",,"N7655B","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","None",,,,"The pilot’s failure to extend the landing gear before landing due to his distraction with the wind gusts.","Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated","https://data.ntsb.gov/Docket?ProjectID=105105"
"ERA22LA231","ACC","105102","2022-05-19T11:10:00Z","Palm Beach","FL","USA",,"N448JM","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","None",,,,"The pilot’s inadequate preflight inspection, which resulted in the unlatched engine cowling opening and being struck by a main rotor blade during flight. Contributing to the accident was the mechanic’s failure to properly secure the cowling following maintenance.","Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Aircraft - Aircraft structures - Doors - Service doors - Inadequate inspection, Personnel issues - Task performance - Maintenance - (general) - Maintenance personnel, Personnel issues - Task performance - Inspection - Post maintenance inspection - Maintenance personnel, Personnel issues - Task performance - Inspection - Post maintenance inspection - Pilot","https://data.ntsb.gov/Docket?ProjectID=105102"
"CEN22LA205","ACC","105101","2022-05-19T10:21:00Z","Auburn","IN","USA",,"N2128E","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","None",,,,"The student pilot’s improper landing flare and the flight instructor’s delayed remedial response which resulted in an aerodynamic stall.","Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105101"
"CEN22LA206","ACC","105104","2022-05-19T10:20:00Z","Beach City","TX","USA",,"N7451J","false","Aviation","DirectorBrief","2022-09-08T04:00:00Z","Minor",,,,"The pilot’s failure to maintain directional control in a gusting quartering tailwind that resulted in a loss of control and impact with trees.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=105104"
"WPR22LA182","ACC","105103","2022-05-18T16:33:00Z","Christmas Valley","OR","USA",,"N851AL","false","Aviation","DirectorBrief","2022-08-16T04:00:00Z","Serious",,,,"The pilot’s inability to maintain control in high wind conditions while repositioning during a landing attempt, which resulted in a loss of control and collision with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Attain/maintain not possible, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105103"
"GAA22WA181","ACC","105092","2022-05-17T19:42:00Z","Piracuara","OF","CO",,"HK1464","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105092"
"CEN22FA203","ACC","105095","2022-05-17T16:51:00Z","Cleburne","TX","USA",,"N6409L","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105095"
"CEN22LA204","ACC","105097","2022-05-17T15:07:00Z","Denver","CO","USA",,"N210SD","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105097"
"GAA22WA184","ACC","105107","2022-05-17T12:30:00Z","Hampshire",,"UK",,"G-CCTV","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=105107"
"GAA22WA190","ACC","105151","2022-05-17T06:00:00Z","Brasilandia De Minas","OF","BR",,"PR-CTD","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105151"
"ANC22LA033","ACC","105094","2022-05-16T15:20:00Z","Anchorage","AK","USA",,"N927AP","false","Aviation","DirectorBrief","2022-09-01T04:00:00Z","Minor",,,,"A loss of engine power for reasons that could not be determined due to a lack of available evidence.","Aircraft - Aircraft power plant - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=105094"
"WPR22LA187","ACC","105124","2022-05-16T15:00:00Z","Douglas","WY","USA",,"N829PW","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","Minor",,,,"The pilot’s inadequate flare and subsequent loss of airplane control during landing.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105124"
"CEN22LA210","ACC","105121","2022-05-16T13:15:00Z","Angola","IN","USA",,"N3530H","false","Aviation","DirectorBrief","2022-07-20T04:00:00Z","None",,,,"The pilot’s failure to maintain control of the airplane while landing in gusting wind conditions, which resulted in a hard landing and the nose landing gear collapse.","Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105121"
"GAA22WA182","ACC","105096","2022-05-16T04:00:00Z","Lost City","OF","AS",,"VH-KOV","false","Aviation","None",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105096"
"GAA22WA185","ACC","105114","2022-05-15T23:00:00Z","Tongyeong-si",,"KR",,"HL9490","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105114"
"ERA22FA227","ACC","105076","2022-05-15T13:58:00Z","Blairstown","NJ","USA",,"N17879","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105076"
"CEN22LA202","ACC","105086","2022-05-15T12:20:00Z","Monroe","LA","USA",,"N619AC","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105086"
"WPR22LA178","ACC","105089","2022-05-14T14:30:00Z","Estancia","NM","USA",,"N76190","false","Aviation","DirectorBrief","2022-10-06T04:00:00Z","None",,,,"The pilot’s decision to land on an unsuitable surface which resulted in his loss of aircraft control.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Terrain - Wet/muddy terrain - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=105089"
"WPR22LA177","ACC","105088","2022-05-14T13:30:00Z","Enterprise","OR","USA",,"N3960M","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105088"
"ERA22LA228","ACC","105084","2022-05-14T13:10:00Z","Lancaster","NY","USA",,"N20459","false","Aviation","DirectorBrief","2022-07-13T04:00:00Z","None",,,,"The student pilot’s excessive pitch during takeoff resulted in a loss of control and impact with terrain. Contributing was the student’s failure to relinquish the controls when ordered by the instructor.","Personnel issues - Action/decision - Action - Unnecessary action - Student/instructed pilot, Personnel issues - Psychological - Mental/emotional state - Anxiety/panic - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105084"
"ERA22FA226","ACC","105075","2022-05-14T11:51:00Z","Miami","FL","USA",,"N8845Z","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105075"
"WPR22LA183","ACC","105109","2022-05-14T11:15:00Z","Winters","CA","USA",,"N605PK","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z",,,,,"Delamination of the uncrewed aircraft systems’ right wing skin surfaces from the wing spar that resulted in a spin and impact with terrain.","Aircraft - Aircraft structures - Wing structure - Plates/skins (on wing) - Failure, Aircraft - Aircraft structures - Wing structure - Flight surfaces (wing) - Failure","https://data.ntsb.gov/Docket?ProjectID=105109"
"WPR22LA179","ACC","105090","2022-05-14T11:00:00Z","Deming","NM","USA",,"N669RS","false","Aviation","DirectorBrief","2022-09-01T04:00:00Z","None",,,,"The pilot’s loss of airplane control during takeoff following an encounter with a gust of wind.","Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Ability to respond/compensate, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Attain/maintain not possible, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105090"
"ERA22LA230","ACC","105099","2022-05-14T07:41:00Z","Gallatin","TN","USA",,"N6016K","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","None",,,,"A landing gear collapse due to the failure and/or separation of the pin in the right main landing gear.","Aircraft - Aircraft systems - Landing gear system - Main landing gear - Failure","https://data.ntsb.gov/Docket?ProjectID=105099"
"ERA22LA229","ACC","105085","2022-05-13T20:00:00Z","Rochester","NY","USA",,"N370SS","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105085"
"CEN22LA201","ACC","105081","2022-05-13T14:00:00Z","Osawatomie","KS","USA",,"N202JC","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","Serious",,,,"The loss of engine power due to fuel exhaustion and the pilot’s failure to maintain control of the airplane during a forced landing which resulted in an aerodynamic stall.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Planning/preparation - Fuel planning - Flight crew","https://data.ntsb.gov/Docket?ProjectID=105081"
"ERA22LA225","ACC","105074","2022-05-12T19:10:00Z","Owensboro","KY","USA",,"N92913","false","Aviation","DirectorBrief","2023-02-23T05:00:00Z","Minor",,,,"The pilot's failure to maintain directional control during takeoff.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105074"
"CEN22LA199","ACC","105079","2022-05-12T18:45:00Z","Port Bolivar","TX","USA",,"N35257","false","Aviation","DirectorBrief","2022-07-13T04:00:00Z","None",,,,"The pilot’s failure to maintain directional control during takeoff.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=105079"
"CEN22LA198","ACC","105078","2022-05-12T13:00:00Z","Port Bolivar","TX","USA",,"N9380G","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","None",,,,"The pilot’s failure to attain a proper soft field takeoff pitch attitude during takeoff that resulted in a runway excursion and subsequent impact with a canal.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105078"
"WPR22LA181","ACC","105098","2022-05-12T12:45:00Z","Franklin","CA","USA",,"N23FG","false","Aviation","DirectorBrief","2022-11-03T04:00:00Z","None",,,,"The pilot’s failure to maintain directional control of the airplane during the landing roll.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=105098"
"CEN22LA200","ACC","105080","2022-05-12T09:35:00Z","Aurora","MO","USA",,"N510KK","false","Aviation","DirectorBrief","2022-07-13T04:00:00Z","Minor",,,,"The pilot did not ensure clearance from a power line during a surveillance pass of a field to be sprayed.","Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=105080"
"GAA22WA276","ACC","105908","2022-05-12T04:00:00Z","Bhiwani","OF","IN",,"VT-VDB","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105908"
"ERA22LA224","ACC","105073","2022-05-11T17:57:00Z","Somerville","TN","USA",,"N31580","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105073"
"ERA22FA223","ACC","105070","2022-05-11T17:53:00Z","Athens","GA","USA",,"N8007P","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105070"
"GAA22WA183","ACC","105100","2022-05-11T14:05:00Z","BOITUVA","OF","BR",,"PT-OQR","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105100"
"DCA22LA182","INC","105749","2022-05-11T13:18:00Z","Houston","TX","USA",,"N965SW","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105749"
"CEN22FA197","ACC","105067","2022-05-11T11:35:00Z","Broomfield","CO","USA",,"N73670","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105067"
"CEN22LA196","ACC","105064","2022-05-11T10:30:00Z","Marshall","OK","USA",,"N29257","false","Aviation","DirectorBrief","2022-10-13T04:00:00Z","Minor",,,,"The pilot’s failure to manage fuel, which resulted in a loss of engine power to both engines due to fuel starvation.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management","https://data.ntsb.gov/Docket?ProjectID=105064"
